1,151,0.07284768,0.03311258,0.1456954,0.05960265,0.05960265,0.07284768,0.03311258,0.006622517,0.1059603,0.01324503,0.006622517,0.02649007,0.07284768,0.01986755,0.02649007,0.03311258,0.03311258,0.05960265,0.06622517,0.05298013
1,170,0.05294118,0.02941176,0.09411765,0.05882353,0.1647059,0.06470588,0.005882353,0.02352941,0.02941176,0.005882353,0.01764706,0.05294118,0.07647059,0.04705882,0.03529412,0.02352941,0.05882353,0.09411765,0.04117647,0.02352941
1,151,0.0397351,0.02649007,0.07284768,0.08609272,0.1059603,0.05298013,0,0.02649007,0.05960265,0.01986755,0.01986755,0.04635762,0.04635762,0.09271523,0.02649007,0.02649007,0.05960265,0.1059603,0.05960265,0.02649007
1,145,0.08275862,0.02758621,0.1103448,0.05517241,0.07586207,0.06206897,0,0.02068966,0.04137931,0.02068966,0.02068966,0.06896552,0.06206897,0.06206897,0.04827586,0.006896552,0.06896552,0.08275862,0.04827586,0.03448276
1,148,0.05405405,0.03378378,0.1148649,0.08783784,0.09459459,0.0472973,0.006756757,0.02027027,0.0472973,0.006756757,0.02702703,0.03378378,0.06756757,0.06756757,0.03378378,0.04054054,0.07432432,0.08108108,0.0472973,0.01351351
1,158,0.05696203,0.03797468,0.1392405,0.07594937,0.09493671,0.03797468,0.01898734,0.006329114,0.06329114,0.01265823,0.01898734,0.01265823,0.09493671,0.01898734,0.03164557,0.05063291,0.01898734,0.07594937,0.08860759,0.0443038
1,141,0.07092199,0.02836879,0.06382979,0.06382979,0.09929078,0.04255319,0,0.0141844,0.08510638,0.0212766,0.0212766,0.07092199,0.06382979,0.04255319,0.06382979,0.0141844,0.05673759,0.08510638,0.03546099,0.05673759
1,149,0.0738255,0.02013423,0.06711409,0.08053691,0.1073826,0.05369128,0,0.02684564,0.06040268,0.006711409,0.02013423,0.04697987,0.04026846,0.06711409,0.01342282,0.04026846,0.08053691,0.08724832,0.05369128,0.05369128
1,139,0.0647482,0.02877698,0.1079137,0.07913669,0.04316547,0.07913669,0.01438849,0.01438849,0.09352518,0.02877698,0.01438849,0.03597122,0.04316547,0.05035971,0.0647482,0.04316547,0.02877698,0.07194245,0.03597122,0.05755396
1,140,0.06428571,0.03571429,0.07142857,0.06428571,0.1071429,0.04285714,0,0.01428571,0.08571429,0.02857143,0.01428571,0.07857143,0.05,0.04285714,0.03571429,0.01428571,0.07857143,0.06428571,0.05,0.05714286
1,161,0.05590062,0.01863354,0.2049689,0.0931677,0.0931677,0.04347826,0.01242236,0.00621118,0.05590062,0.01242236,0.01863354,0.0310559,0.04968944,0.01863354,0.02484472,0.04968944,0.0310559,0.04968944,0.0931677,0.03726708
1,146,0.07534247,0.03424658,0.09589041,0.06849315,0.1027397,0.04109589,0.02739726,0.02054795,0.04109589,0.02054795,0.02739726,0.06164384,0.05479452,0.06164384,0.05479452,0.02739726,0.05479452,0.06849315,0.04109589,0.02054795
1,142,0.07746479,0.03521127,0.07042254,0.06338028,0.1267606,0.07042254,0.01408451,0.01408451,0.06338028,0.007042254,0.02112676,0.07042254,0.05633803,0.04929577,0.04929577,0.01408451,0.04929577,0.07746479,0.04225352,0.02816901
1,136,0.08088235,0.03676471,0.125,0.06617647,0.04411765,0.06617647,0.02941176,0,0.1029412,0.01470588,0.007352941,0.02941176,0.07352941,0.02205882,0.02941176,0.03676471,0.03676471,0.06617647,0.06617647,0.06617647
